task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,prompt_tokens,completion_tokens,total_tokens
HumanEval/158,self_healing,gemma-1b:zero_shot,0,0,0,0,0,11.0,,1.0,6.0,90.54,1.53,0.677,427,485,912
HumanEval/158,baseline,gemma-1b:scot,0,0,0,0,0,11.0,,1.0,6.0,90.54,1.53,0.676,427,485,912
HumanEval/158,competitive,gemma-1b:scot,0,0,0,0,0,17.0,,1.0,0,100.0,0.07,0.082,0,0,0
HumanEval/158,actor_critic,gemma-1b:scot,0,0,0,0,0,11.0,,1.0,6.0,90.54,1.53,0.677,902,577,1479
HumanEval/158,atomic_swarm,gemma-1b:cot,0,0,0,0,0,9.0,,1.0,5.67,76.57,4.4,0.331,1868,1594,3462
HumanEval/158,consensus,gemma-1b:cot,0,0,0,0,0,12.0,,1.0,6.0,90.28,1.47,0.691,3429,2726,6155
HumanEval/158,soa,gemma-1b:cot,0,0,1,1,0.0,,,1.0,0,0,0,0.461,3737,1450,5187
HumanEval/158,swarm,gemma-1b:cot,0,1,0,1,0.0,39.0,,1.0,9.0,70.07,4.0,0.32,2651,2490,5141
HumanEval/158,hybrid,gemma-1b:scot,0,0,0,0,0,8.0,,1.0,6.0,81.02,3.0,0.417,597,1282,1879
HumanEval/158,coa,gemma-1b:scot,0,0,0,0,0,8.0,,1.0,6.0,75.66,4.73,0.308,940,974,1914
HumanEval/158,self_healing,gemma-1b:cot,0,0,0,0,0,11.0,,1.0,6.0,90.54,1.53,0.677,1018,1195,2213
HumanEval/158,swarm,gemma-1b:scot,0,0,0,0,0,11.0,,1.0,6.0,80.78,2.93,0.432,792,478,1270
HumanEval/158,baseline,gemma-1b:few_shot,0,0,0,0,0,9.0,,1.0,6.0,91.48,1.4,0.741,1134,469,1603
HumanEval/158,consensus,gemma-1b:scot,0,0,0,0,0,11.0,,1.0,6.0,90.54,1.53,0.677,781,239,1020
HumanEval/158,competitive,gemma-1b:few_shot,0,0,0,0,0,17.0,,1.0,0,100.0,0.07,0.082,0,0,0
HumanEval/158,atomic_swarm,gemma-1b:scot,0,0,0,0,0,9.0,,1.0,5.67,76.06,4.27,0.335,173,241,414
HumanEval/158,adversarial,gemma-1b:zero_shot,0,0,0,0,0,11.0,,1.0,6.0,90.54,1.53,0.677,0,0,0
HumanEval/158,soa,gemma-1b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.447,1119,1524,2643
HumanEval/158,actor_critic,gemma-1b:few_shot,5,3,0,8,0.625,77.0,,1.0,2.22,52.73,1.73,0.013,343,2,345
HumanEval/158,coa,gemma-1b:few_shot,0,0,0,0,0,8.0,,1.0,6.0,75.66,4.73,0.308,527,474,1001
HumanEval/158,hybrid,gemma-1b:few_shot,3,5,0,8,0.375,75.0,,1.0,2.33,51.86,1.8,0.066,1452,1209,2661
HumanEval/158,atomic_swarm,gemma-1b:few_shot,0,0,0,0,0,9.0,,1.0,5.67,76.06,4.27,0.335,173,241,414
HumanEval/158,swarm,gemma-1b:few_shot,0,0,0,0,0,9.0,,1.0,6.0,90.89,1.4,0.696,792,238,1030
HumanEval/158,self_healing,gemma-1b:scot,0,0,0,0,0,11.0,,1.0,6.0,90.54,1.53,0.677,792,238,1030
HumanEval/158,consensus,gemma-1b:few_shot,0,0,0,0,0,12.0,,1.0,6.0,90.28,1.47,0.691,1570,474,2044
HumanEval/158,soa,gemma-1b:few_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.435,1045,1529,2574
HumanEval/158,adversarial,gemma-1b:cot,0,0,0,0,0,9.0,,1.0,6.0,90.89,1.4,0.696,174,0,174
HumanEval/158,self_healing,gemma-1b:few_shot,0,0,0,0,0,11.0,,1.0,6.0,90.54,1.53,0.677,0,0,0
HumanEval/158,adversarial,gemma-1b:scot,5,1,0,6,0.833,79.0,,1.0,2.57,77.81,2.33,0.5,335,0,335
HumanEval/158,adversarial,gemma-1b:few_shot,0,0,0,0,0,12.0,,1.0,3.67,79.19,2.4,0.506,519,0,519
HumanEval/159,baseline,gemma-1b:zero_shot,0,0,0,0,0,33.0,,1.0,1.0,49.34,1.0,0.901,362,351,713
HumanEval/159,competitive,gemma-1b:zero_shot,0,0,0,0,0,29.0,,1.0,0,100.0,0.03,0.059,0,0,0
HumanEval/159,actor_critic,gemma-1b:zero_shot,0,10,0,10,0.0,84.0,,1.0,1.91,78.6,1.69,0.711,2631,806,3437
HumanEval/159,soa,gemma-1b:zero_shot,0,0,0,0,0,25.0,,1.0,2.0,53.29,1.07,0.885,3786,1086,4872
HumanEval/159,coa,gemma-1b:zero_shot,0,0,0,0,0,19.0,,1.0,2.0,40.73,3.38,0.421,8655,3525,12180
HumanEval/159,hybrid,gemma-1b:zero_shot,0,7,0,7,0.0,84.0,,1.0,2.0,78.85,1.59,0.742,5719,2423,8142
HumanEval/159,competitive,gemma-1b:cot,0,0,0,0,0,29.0,,1.0,0,100.0,0.03,0.059,0,0,0
HumanEval/159,baseline,gemma-1b:cot,0,0,0,0,0,19.0,,1.0,2.0,53.29,1.07,0.873,2021,776,2797
HumanEval/159,actor_critic,gemma-1b:cot,0,0,0,0,0,19.0,,1.0,2.0,53.29,1.07,0.873,1337,500,1837
HumanEval/159,atomic_swarm,gemma-1b:zero_shot,0,0,0,0,0,18.0,,1.0,2.33,43.06,3.31,0.441,1695,864,2559
HumanEval/159,swarm,gemma-1b:zero_shot,0,0,0,0,0,24.0,,1.0,2.0,44.48,2.14,0.58,1179,734,1913
HumanEval/159,consensus,gemma-1b:zero_shot,0,0,0,0,0,33.0,,1.0,1.0,49.34,1.0,0.901,1476,355,1831
HumanEval/159,soa,gemma-1b:cot,0,0,0,0,0,25.0,,1.0,2.0,53.29,1.07,0.885,959,727,1686
HumanEval/159,hybrid,gemma-1b:cot,0,0,0,0,0,15.0,,1.0,3.0,65.31,1.17,0.853,2455,1113,3568
HumanEval/159,coa,gemma-1b:cot,0,0,0,0,0,19.0,,1.0,2.0,40.73,3.38,0.421,2817,1489,4306
HumanEval/159,baseline,gemma-1b:scot,0,0,0,0,0,33.0,,1.0,1.0,49.34,1.0,0.901,1214,1121,2335
HumanEval/159,consensus,gemma-1b:cot,0,0,0,0,0,25.0,,1.0,2.0,53.29,1.07,0.885,2748,1350,4098
HumanEval/159,atomic_swarm,gemma-1b:cot,0,0,0,0,0,21.0,,1.0,2.0,42.38,3.28,0.446,1611,988,2599
HumanEval/159,swarm,gemma-1b:cot,0,1,0,1,0.0,38.0,,1.0,5.33,64.33,2.76,0.526,1192,1020,2212
HumanEval/159,competitive,gemma-1b:scot,0,0,0,0,0,29.0,,1.0,0,100.0,0.03,0.059,0,0,0
HumanEval/159,actor_critic,gemma-1b:scot,0,8,0,8,0.0,85.0,,1.0,2.0,78.91,1.66,0.715,3432,1352,4784
HumanEval/159,adversarial,gemma-1b:zero_shot,0,8,0,8,0.0,82.0,,1.0,1.89,78.41,1.55,0.752,5021,1483,6504
HumanEval/159,soa,gemma-1b:scot,0,0,0,0,0,25.0,,1.0,2.0,53.29,1.07,0.885,2826,1430,4256
HumanEval/159,coa,gemma-1b:scot,0,0,0,0,0,19.0,,1.0,2.0,40.73,3.38,0.421,5360,2813,8173
HumanEval/159,baseline,gemma-1b:few_shot,3,0,0,3,1.0,85.0,,0.2,2.0,72.67,0.21,0.152,2121,815,2936
HumanEval/159,hybrid,gemma-1b:scot,0,10,0,10,0.0,81.0,,1.0,2.0,78.41,1.79,0.69,1962,707,2669
HumanEval/159,competitive,gemma-1b:few_shot,0,0,0,0,0,29.0,,1.0,0,100.0,0.03,0.059,0,0,0
HumanEval/159,adversarial,gemma-1b:cot,0,0,0,0,0,24.0,,1.0,2.0,58.26,1.1,0.868,1775,847,2622
HumanEval/159,self_healing,gemma-1b:zero_shot,0,0,0,0,0,25.0,,1.0,2.0,53.29,1.07,0.885,531,367,898
HumanEval/159,actor_critic,gemma-1b:few_shot,1,4,0,5,0.2,72.0,,1.0,2.33,78.09,1.52,0.771,964,362,1326
HumanEval/159,swarm,gemma-1b:scot,0,0,0,0,0,35.0,,1.0,1.0,100.0,2.0,0.601,2928,1953,4881
HumanEval/159,atomic_swarm,gemma-1b:scot,0,0,0,0,0,21.0,,1.0,2.0,38.7,3.21,0.442,889,731,1620
HumanEval/159,consensus,gemma-1b:scot,0,0,0,0,0,25.0,,1.0,2.0,53.29,1.07,0.885,1672,738,2410
HumanEval/159,soa,gemma-1b:few_shot,0,0,0,0,0,25.0,,1.0,2.0,53.29,1.07,0.885,2141,2000,4141
HumanEval/159,coa,gemma-1b:few_shot,0,0,0,0,0,19.0,,1.0,2.0,40.73,3.38,0.421,1075,1119,2194
HumanEval/159,atomic_swarm,gemma-1b:few_shot,0,0,0,0,0,21.0,,1.0,2.0,39.27,3.21,0.434,2688,364,3052
HumanEval/159,hybrid,gemma-1b:few_shot,1,10,0,11,0.091,86.0,,1.0,2.08,76.58,1.93,0.716,3191,2613,5804
HumanEval/159,consensus,gemma-1b:few_shot,0,0,0,0,0,33.0,,1.0,1.0,49.34,1.0,0.901,1137,346,1483
HumanEval/159,swarm,gemma-1b:few_shot,0,0,0,0,0,18.0,,1.0,3.0,56.37,2.34,0.57,4288,1162,5450
HumanEval/159,self_healing,gemma-1b:cot,0,0,0,0,0,33.0,,1.0,1.0,49.34,1.0,0.901,0,0,0
HumanEval/159,adversarial,gemma-1b:scot,1,9,0,10,0.1,84.0,,1.0,1.91,78.6,1.69,0.701,173,0,173
HumanEval/159,adversarial,gemma-1b:few_shot,0,4,0,4,0.0,77.0,,1.0,2.4,77.13,1.45,0.822,417,0,417
HumanEval/159,self_healing,gemma-1b:scot,0,0,0,0,0,33.0,,1.0,1.0,49.34,1.0,0.901,3980,0,3980
HumanEval/159,self_healing,gemma-1b:few_shot,0,0,0,0,0,25.0,,1.0,2.0,53.29,1.07,0.885,0,0,0
HumanEval/160,baseline,gemma-1b:zero_shot,0,0,0,0,0,10.0,,1.0,8.0,80.99,1.65,0.725,1357,369,1726
HumanEval/160,competitive,gemma-1b:zero_shot,0,0,0,0,0,22.0,,1.0,0,100.0,0.04,0.073,0,0,0
HumanEval/160,actor_critic,gemma-1b:zero_shot,6,5,0,11,0.545,68.0,,1.0,2.33,66.6,2.96,0.528,2184,258,2442
HumanEval/160,soa,gemma-1b:zero_shot,0,0,0,0,0,10.0,,1.0,8.0,80.6,1.65,0.718,807,362,1169
HumanEval/160,coa,gemma-1b:zero_shot,0,0,0,0,0,19.0,,1.0,4.0,58.22,3.77,0.403,1062,956,2018
HumanEval/160,hybrid,gemma-1b:zero_shot,3,7,0,10,0.3,70.0,,1.0,2.18,41.18,1.96,0.111,3245,1896,5141
HumanEval/160,baseline,gemma-1b:cot,0,0,0,0,0,6.0,,1.0,10.0,80.45,1.73,0.667,330,400,730
HumanEval/160,swarm,gemma-1b:zero_shot,0,1,0,1,0.0,18.0,,1.0,11.67,65.42,2.85,0.451,1467,1624,3091
HumanEval/160,consensus,gemma-1b:zero_shot,0,0,0,0,0,17.0,,1.0,4.0,64.74,0.42,0.065,5319,3193,8512
HumanEval/160,actor_critic,gemma-1b:cot,0,0,0,0,0,10.0,,1.0,7.0,75.13,1.27,0.814,3255,2693,5948
HumanEval/160,atomic_swarm,gemma-1b:zero_shot,0,0,0,0,0,7.0,,1.0,8.67,63.06,4.42,0.332,5587,3523,9110
HumanEval/160,competitive,gemma-1b:cot,0,0,0,0,0,22.0,,1.0,0,100.0,0.04,0.073,0,0,0
HumanEval/160,soa,gemma-1b:cot,0,0,0,0,0,10.0,,1.0,8.0,80.6,1.65,0.718,2186,362,2548
HumanEval/160,hybrid,gemma-1b:cot,0,0,0,0,0,8.0,,1.0,9.0,77.57,1.42,0.753,3524,1468,4992
HumanEval/160,coa,gemma-1b:cot,0,0,0,0,0,19.0,,1.0,4.0,58.22,3.77,0.404,3796,1776,5572
HumanEval/160,baseline,gemma-1b:scot,0,0,0,0,0,15.0,,1.0,6.0,76.68,1.27,0.788,349,321,670
HumanEval/160,competitive,gemma-1b:scot,0,0,0,0,0,22.0,,1.0,0,100.0,0.04,0.073,0,0,0
HumanEval/160,atomic_swarm,gemma-1b:cot,0,0,0,0,0,7.0,,1.0,8.67,63.06,4.42,0.332,268,330,598
HumanEval/160,consensus,gemma-1b:cot,0,0,0,0,0,17.0,,1.0,4.0,64.74,0.42,0.074,3659,762,4421
HumanEval/160,coa,gemma-1b:scot,0,0,0,0,0,19.0,,1.0,4.0,58.22,3.77,0.403,272,308,580
HumanEval/160,hybrid,gemma-1b:scot,0,0,0,0,0,9.0,,1.0,11.0,77.33,1.65,0.644,2755,2034,4789
HumanEval/160,adversarial,gemma-1b:zero_shot,5,3,0,8,0.625,65.0,,1.0,2.22,72.43,2.42,0.604,0,0,0
HumanEval/160,baseline,gemma-1b:few_shot,0,0,0,0,0,11.0,,1.0,7.0,78.39,1.38,0.749,1123,8853,9976
HumanEval/160,self_healing,gemma-1b:zero_shot,0,0,0,0,0,10.0,,1.0,8.0,78.81,1.42,0.786,268,646,914
HumanEval/160,competitive,gemma-1b:few_shot,0,0,0,0,0,22.0,,1.0,0,100.0,0.04,0.073,0,0,0
HumanEval/160,swarm,gemma-1b:scot,0,0,0,0,0,16.0,,1.0,4.0,64.17,2.38,0.556,1689,2268,3957
HumanEval/160,soa,gemma-1b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.442,544,1281,1825
HumanEval/160,adversarial,gemma-1b:cot,0,0,0,0,0,8.0,,1.0,9.0,77.57,1.42,0.753,272,1100,1372
HumanEval/160,swarm,gemma-1b:cot,0,0,1,1,0.0,,,1.0,0,0,0,0.09,1680,8449,10129
HumanEval/160,actor_critic,gemma-1b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.088,9559,8855,18414
HumanEval/160,swarm,gemma-1b:few_shot,0,1,0,1,0.0,25.0,,1.0,7.25,45.44,1.19,0.059,1417,1044,2461
HumanEval/160,hybrid,gemma-1b:few_shot,0,5,0,5,0.0,13.0,,1.0,8.29,58.09,4.65,0.31,3678,2441,6119
HumanEval/160,atomic_swarm,gemma-1b:few_shot,0,0,0,0,0,7.0,,1.0,8.67,63.06,4.42,0.335,796,324,1120
HumanEval/160,self_healing,gemma-1b:cot,0,0,0,0,0,17.0,,1.0,4.0,73.87,1.19,0.836,0,0,0
HumanEval/160,consensus,gemma-1b:few_shot,0,0,0,0,0,17.0,,1.0,4.0,64.74,0.42,0.074,3586,560,4146
HumanEval/160,atomic_swarm,gemma-1b:scot,0,0,0,0,0,7.0,,1.0,8.67,63.06,4.42,0.332,7303,2957,10260
HumanEval/160,soa,gemma-1b:few_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.408,272,1100,1372
HumanEval/160,coa,gemma-1b:few_shot,0,0,0,0,0,15.0,,1.0,5.0,59.88,4.0,0.371,822,388,1210
HumanEval/160,consensus,gemma-1b:scot,0,0,0,0,0,17.0,,1.0,4.0,64.74,0.42,0.074,4124,94,4218
HumanEval/160,adversarial,gemma-1b:scot,6,2,0,8,0.75,61.0,,1.0,2.44,71.46,2.5,0.584,1100,0,1100
HumanEval/160,actor_critic,gemma-1b:few_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.433,6491,2319,8810
HumanEval/160,self_healing,gemma-1b:scot,0,0,0,0,0,17.0,,1.0,4.0,73.87,1.19,0.836,3678,0,3678
HumanEval/160,self_healing,gemma-1b:few_shot,0,0,0,0,0,17.0,,1.0,4.0,73.87,1.19,0.836,801,0,801
HumanEval/160,adversarial,gemma-1b:few_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.593,333,0,333
HumanEval/161,competitive,gemma-1b:zero_shot,0,0,0,0,0,15.0,,1.0,0,100.0,0.05,0.09,0,0,0
HumanEval/161,baseline,gemma-1b:zero_shot,0,0,0,0,0,12.0,,1.0,5.0,88.43,1.21,0.612,169,202,371
HumanEval/161,actor_critic,gemma-1b:zero_shot,6,5,0,11,0.545,78.0,,1.0,2.17,74.21,2.26,0.397,482,2,484
HumanEval/161,soa,gemma-1b:zero_shot,0,0,0,0,0,14.0,,1.0,4.0,90.19,1.11,0.76,3048,746,3794
HumanEval/161,coa,gemma-1b:zero_shot,0,0,0,0,0,11.0,,1.0,4.33,73.28,3.53,0.301,169,186,355
HumanEval/161,hybrid,gemma-1b:zero_shot,2,6,0,8,0.25,76.0,,1.0,2.22,78.49,1.95,0.435,2140,782,2922
HumanEval/161,baseline,gemma-1b:cot,0,0,0,0,0,11.0,,1.0,4.0,89.78,1.05,0.756,992,537,1529
HumanEval/161,swarm,gemma-1b:zero_shot,0,0,0,0,0,12.0,,1.0,5.0,88.43,1.21,0.612,3565,1229,4794
HumanEval/161,consensus,gemma-1b:zero_shot,0,0,0,0,0,19.0,,1.0,2.0,86.86,0.84,0.753,545,152,697
HumanEval/161,competitive,gemma-1b:cot,0,0,0,0,0,15.0,,1.0,0,100.0,0.05,0.09,0,0,0
HumanEval/161,actor_critic,gemma-1b:cot,0,0,0,0,0,11.0,,1.0,4.0,89.78,1.05,0.756,665,201,866
HumanEval/161,atomic_swarm,gemma-1b:zero_shot,0,0,0,0,0,10.0,,1.0,5.0,73.36,3.58,0.3,165,199,364
HumanEval/161,hybrid,gemma-1b:cot,0,0,0,0,0,11.0,,1.0,4.0,65.04,0.53,0.085,884,447,1331
HumanEval/161,self_healing,gemma-1b:zero_shot,0,0,0,0,0,14.0,,1.0,4.0,90.19,1.11,0.76,154,7,161
HumanEval/161,soa,gemma-1b:cot,0,0,0,0,0,14.0,,1.0,4.0,90.19,1.11,0.76,2656,581,3237
HumanEval/161,coa,gemma-1b:cot,0,0,0,0,0,11.0,,1.0,4.33,73.28,3.53,0.301,3261,953,4214
HumanEval/161,swarm,gemma-1b:cot,2,4,0,6,0.333,53.0,,1.0,3.0,74.46,3.0,0.345,792,768,1560
HumanEval/161,competitive,gemma-1b:scot,0,0,0,0,0,15.0,,1.0,0,100.0,0.05,0.09,0,0,0
HumanEval/161,baseline,gemma-1b:scot,0,0,0,0,0,12.0,,1.0,5.0,88.43,1.21,0.612,246,202,448
HumanEval/161,consensus,gemma-1b:cot,0,0,0,0,0,12.0,,1.0,5.0,88.43,1.21,0.612,608,201,809
HumanEval/161,actor_critic,gemma-1b:scot,6,4,0,10,0.6,78.0,,1.0,2.18,75.58,2.16,0.415,5003,585,5588
HumanEval/161,atomic_swarm,gemma-1b:cot,0,0,0,0,0,10.0,,1.0,5.0,73.36,3.58,0.3,165,199,364
HumanEval/161,soa,gemma-1b:scot,0,0,0,0,0,14.0,,1.0,4.0,90.19,1.11,0.76,583,577,1160
HumanEval/161,coa,gemma-1b:scot,0,0,0,0,0,11.0,,1.0,4.33,73.28,3.53,0.301,327,375,702
HumanEval/161,baseline,gemma-1b:few_shot,0,0,0,0,0,12.0,,1.0,5.0,88.43,1.21,0.613,1799,1915,3714
HumanEval/161,hybrid,gemma-1b:scot,6,3,0,9,0.667,78.0,,1.0,2.3,75.77,2.21,0.398,1454,1713,3167
HumanEval/161,competitive,gemma-1b:few_shot,0,0,0,0,0,15.0,,1.0,0,100.0,0.05,0.09,0,0,0
HumanEval/161,actor_critic,gemma-1b:few_shot,2,0,0,2,1.0,61.0,,0.0,2.25,58.32,1.0,0.037,396,11,407
HumanEval/161,atomic_swarm,gemma-1b:scot,0,0,0,0,0,10.0,,1.0,5.0,73.36,3.58,0.3,319,206,525
HumanEval/161,adversarial,gemma-1b:zero_shot,4,5,0,9,0.444,72.0,,1.0,2.0,81.07,1.79,0.494,0,0,0
HumanEval/161,swarm,gemma-1b:scot,0,0,0,0,0,15.0,,1.0,3.5,80.17,2.05,0.46,625,350,975
HumanEval/161,consensus,gemma-1b:scot,0,0,0,0,0,19.0,,1.0,2.0,86.86,0.84,0.753,595,147,742
HumanEval/161,soa,gemma-1b:few_shot,0,0,0,0,0,14.0,,1.0,4.0,90.19,1.11,0.76,336,341,677
HumanEval/161,coa,gemma-1b:few_shot,0,0,0,0,0,12.0,,1.0,4.0,73.79,3.42,0.365,1837,1658,3495
HumanEval/161,self_healing,gemma-1b:cot,0,0,0,0,0,14.0,,1.0,4.0,90.19,1.11,0.76,992,903,1895
HumanEval/161,hybrid,gemma-1b:few_shot,8,0,0,8,1.0,78.0,,0.0,2.2,48.55,1.68,0.027,2419,2232,4651
HumanEval/161,atomic_swarm,gemma-1b:few_shot,0,0,0,0,0,10.0,,1.0,5.0,73.36,3.58,0.3,0,0,0
HumanEval/161,consensus,gemma-1b:few_shot,0,0,0,0,0,19.0,,1.0,2.0,86.86,0.84,0.753,545,152,697
HumanEval/161,swarm,gemma-1b:few_shot,2,4,0,6,0.333,54.0,,1.0,3.12,73.87,3.05,0.362,627,558,1185
HumanEval/161,self_healing,gemma-1b:scot,0,0,0,0,0,14.0,,1.0,4.0,90.19,1.11,0.76,1771,0,1771
HumanEval/161,adversarial,gemma-1b:cot,3,4,0,7,0.429,100.0,,1.0,2.0,59.87,0.79,0.052,1622,0,1622
HumanEval/161,self_healing,gemma-1b:few_shot,0,0,0,0,0,14.0,,1.0,4.0,90.19,1.11,0.76,0,0,0
HumanEval/161,adversarial,gemma-1b:scot,0,0,0,0,0,14.0,,1.0,4.0,90.19,1.11,0.76,824,0,824
HumanEval/161,adversarial,gemma-1b:few_shot,2,0,0,2,1.0,61.0,,0.0,2.25,58.32,1.0,0.037,0,0,0
HumanEval/162,baseline,gemma-1b:zero_shot,0,0,0,0,0,28.0,,1.0,2.0,100.0,1.09,0.685,2011,142,2153
HumanEval/162,competitive,gemma-1b:zero_shot,0,0,0,0,0,22.0,,1.0,0,100.0,0.09,0.117,0,0,0
HumanEval/162,actor_critic,gemma-1b:zero_shot,4,4,0,8,0.5,79.0,,1.0,2.0,78.24,2.55,0.304,1216,627,1843
HumanEval/162,coa,gemma-1b:zero_shot,0,0,0,0,0,22.0,,1.0,2.0,90.39,3.18,0.335,470,136,606
HumanEval/162,hybrid,gemma-1b:zero_shot,3,4,0,7,0.429,78.0,,1.0,2.0,80.41,2.36,0.322,2245,1110,3355
HumanEval/162,baseline,gemma-1b:cot,0,0,0,0,0,19.0,,1.0,2.0,100.0,0.91,0.708,201,136,337
HumanEval/162,competitive,gemma-1b:cot,0,0,0,0,0,22.0,,1.0,0,100.0,0.09,0.117,0,0,0
HumanEval/162,actor_critic,gemma-1b:cot,0,0,0,0,0,24.0,,1.0,2.0,100.0,1.0,0.695,494,217,711
HumanEval/162,atomic_swarm,gemma-1b:zero_shot,0,0,0,0,0,16.0,,1.0,3.0,81.37,3.45,0.346,542,631,1173
HumanEval/162,soa,gemma-1b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.35,615,595,1210
HumanEval/162,hybrid,gemma-1b:cot,0,0,0,0,0,24.0,,1.0,2.0,100.0,1.0,0.695,3089,1617,4706
HumanEval/162,coa,gemma-1b:cot,0,0,0,0,0,22.0,,1.0,2.0,90.39,3.18,0.335,4652,2205,6857
HumanEval/162,consensus,gemma-1b:zero_shot,2,4,0,6,0.333,77.0,,1.0,2.0,82.77,2.18,0.353,4509,2069,6578
HumanEval/162,baseline,gemma-1b:scot,0,0,0,0,0,28.0,,1.0,2.0,100.0,1.09,0.685,604,599,1203
HumanEval/162,atomic_swarm,gemma-1b:cot,0,0,0,0,0,19.0,,1.0,2.33,85.37,3.09,0.393,139,136,275
HumanEval/162,soa,gemma-1b:cot,0,0,1,1,0.0,,,1.0,0,0,0,0.411,2723,1478,4201
HumanEval/162,swarm,gemma-1b:cot,0,1,0,1,0.0,38.0,,1.0,4.25,72.56,2.36,0.096,447,454,901
HumanEval/162,adversarial,gemma-1b:zero_shot,2,5,0,7,0.286,78.0,,1.0,2.0,80.41,2.36,0.379,0,0,0
HumanEval/162,competitive,gemma-1b:scot,0,0,0,0,0,22.0,,1.0,0,100.0,0.09,0.117,0,0,0
HumanEval/162,actor_critic,gemma-1b:scot,2,6,0,8,0.25,81.0,,1.0,2.0,76.81,2.73,0.343,630,2,632
HumanEval/162,consensus,gemma-1b:cot,2,4,0,6,0.333,77.0,,1.0,2.0,82.77,2.18,0.353,1641,452,2093
HumanEval/162,coa,gemma-1b:scot,0,0,0,0,0,22.0,,1.0,2.0,90.39,3.18,0.335,143,136,279
HumanEval/162,swarm,gemma-1b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.07,0,0,0
HumanEval/162,hybrid,gemma-1b:scot,2,5,0,7,0.286,78.0,,1.0,2.0,80.41,2.36,0.404,517,1402,1919
HumanEval/162,adversarial,gemma-1b:cot,0,0,0,0,0,24.0,,1.0,2.0,100.0,1.0,0.695,299,219,518
HumanEval/162,baseline,gemma-1b:few_shot,0,0,0,0,0,24.0,,1.0,2.0,100.0,1.0,0.695,319,139,458
HumanEval/162,actor_critic,gemma-1b:few_shot,0,0,0,0,0,16.0,,1.0,3.0,91.89,1.82,0.576,1545,590,2135
HumanEval/162,competitive,gemma-1b:few_shot,0,0,0,0,0,22.0,,1.0,0,100.0,0.09,0.117,0,0,0
HumanEval/162,atomic_swarm,gemma-1b:scot,0,0,0,0,0,18.0,,1.0,2.67,83.17,3.27,0.393,2011,726,2737
HumanEval/162,swarm,gemma-1b:scot,0,1,0,1,0.0,67.0,,1.0,4.0,89.52,1.64,0.548,1280,588,1868
HumanEval/162,soa,gemma-1b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.405,0,0,0
HumanEval/162,consensus,gemma-1b:scot,2,4,0,6,0.333,77.0,,1.0,2.0,82.77,2.18,0.351,3361,1325,4686
HumanEval/162,coa,gemma-1b:few_shot,0,0,0,0,0,22.0,,1.0,2.0,90.39,3.18,0.335,591,1048,1639
HumanEval/162,self_healing,gemma-1b:zero_shot,0,0,0,0,0,28.0,,1.0,2.0,100.0,1.09,0.682,0,0,0
HumanEval/162,swarm,gemma-1b:few_shot,1,0,0,1,1.0,55.0,,0.0,2.67,89.68,2.36,0.457,1150,963,2113
HumanEval/162,hybrid,gemma-1b:few_shot,2,9,1,12,0.167,74.0,,1.0,2.23,66.87,3.73,0.245,1290,1124,2414
HumanEval/162,atomic_swarm,gemma-1b:few_shot,0,0,0,0,0,16.0,,1.0,3.0,81.37,3.45,0.346,278,615,893
HumanEval/162,soa,gemma-1b:few_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.355,145,440,585
HumanEval/162,consensus,gemma-1b:few_shot,2,4,0,6,0.333,77.0,,1.0,2.0,82.77,2.18,0.353,3432,1067,4499
HumanEval/162,adversarial,gemma-1b:scot,0,0,1,1,0.0,,,1.0,2.12,80.29,2.36,0.366,2012,615,2627
HumanEval/162,self_healing,gemma-1b:cot,0,0,0,0,0,28.0,,1.0,2.0,100.0,1.09,0.682,1429,0,1429
HumanEval/162,adversarial,gemma-1b:few_shot,1,4,0,5,0.2,70.0,,1.0,2.0,86.32,1.91,0.415,1839,0,1839
HumanEval/162,self_healing,gemma-1b:scot,0,0,0,0,0,28.0,,1.0,2.0,100.0,1.09,0.682,347,0,347
HumanEval/162,self_healing,gemma-1b:few_shot,0,0,0,0,0,28.0,,1.0,2.0,100.0,1.09,0.682,139,0,139
HumanEval/163,baseline,gemma-1b:zero_shot,0,0,0,0,0,21.0,,1.0,4.0,94.1,1.45,0.714,792,190,982
HumanEval/163,competitive,gemma-1b:zero_shot,0,0,0,0,0,50.0,,1.0,0,100.0,0.09,0.112,0,0,0
HumanEval/163,actor_critic,gemma-1b:zero_shot,2,6,0,8,0.25,95.0,,1.0,2.22,77.51,3.18,0.382,1098,555,1653
HumanEval/163,coa,gemma-1b:zero_shot,0,0,0,0,0,17.0,,1.0,4.0,78.07,4.91,0.311,319,394,713
